Tick;Step;DateTime;actionPoints;color;currStance;energy;hasMoved;magazineCount;memberID;movementDelay;points;stage;tagged;taggedCounter;visibilityRange;visualRange;wasTagged;wasTaggedCounter;xSpawn;ySpawn;0_Position;1_Position;ID
18;18;2019-01-01T11:00:18.0000000+01:00;10;green;standing;100;False;5;2;0;0;0;False;0;10;10;False;0;50;50;32;32;a5b74f39-2252-4c8b-b5cb-77f57ad7b0d8
19;19;2019-01-01T11:00:19.0000000+01:00;10;green;standing;100;False;5;3;0;0;0;False;0;10;10;False;0;50;49;31;31;0e126fdc-eb6b-449e-9c3b-efa924e45bdb
19;19;2019-01-01T11:00:19.0000000+01:00;10;green;standing;100;False;5;1;0;0;0;False;0;10;10;False;0;49;50;31;31;793ea588-2711-4a5a-9738-a99c5d904fdd
19;19;2019-01-01T11:00:19.0000000+01:00;10;green;standing;100;False;5;2;0;0;0;False;0;10;10;False;0;50;50;31;31;a5b74f39-2252-4c8b-b5cb-77f57ad7b0d8
20;20;2019-01-01T11:00:20.0000000+01:00;10;green;standing;100;False;4;3;0;0;0;False;0;10;10;False;0;50;49;30;30;0e126fdc-eb6b-449e-9c3b-efa924e45bdb
20;20;2019-01-01T11:00:20.0000000+01:00;10;green;standing;100;False;4;1;0;0;0;False;0;10;10;False;0;49;50;30;30;793ea588-2711-4a5a-9738-a99c5d904fdd
20;20;2019-01-01T11:00:20.0000000+01:00;10;green;standing;100;False;4;2;0;10;0;True;1;10;10;False;0;50;50;30;30;a5b74f39-2252-4c8b-b5cb-77f57ad7b0d8
21;21;2019-01-01T11:00:21.0000000+01:00;10;green;standing;100;False;3;3;0;0;0;False;0;10;10;False;0;50;49;29;29;0e126fdc-eb6b-449e-9c3b-efa924e45bdb
21;21;2019-01-01T11:00:21.0000000+01:00;10;green;standing;100;False;3;1;0;10;0;True;1;10;10;False;0;49;50;29;29;793ea588-2711-4a5a-9738-a99c5d904fdd
21;21;2019-01-01T11:00:21.0000000+01:00;10;green;standing;100;False;3;2;0;10;0;True;0;10;10;False;0;50;50;29;29;a5b74f39-2252-4c8b-b5cb-77f57ad7b0d8
22;22;2019-01-01T11:00:22.0000000+01:00;10;green;standing;100;False;2;3;0;10;0;True;1;10;10;False;0;50;49;28;28;0e126fdc-eb6b-449e-9c3b-efa924e45bdb
22;22;2019-01-01T11:00:22.0000000+01:00;10;green;standing;100;False;2;1;0;10;0;True;0;10;10;False;0;49;50;28;28;793ea588-2711-4a5a-9738-a99c5d904fdd
22;22;2019-01-01T11:00:22.0000000+01:00;10;green;standing;100;False;2;2;0;10;0;False;0;10;10;False;0;50;50;28;28;a5b74f39-2252-4c8b-b5cb-77f57ad7b0d8
23;23;2019-01-01T11:00:23.0000000+01:00;10;green;lying;100;False;1;3;2;10;4;True;0;5;5;False;0;50;49;27;27;0e126fdc-eb6b-449e-9c3b-efa924e45bdb
23;23;2019-01-01T11:00:23.0000000+01:00;10;green;standing;100;False;1;1;0;20;0;True;1;10;10;False;0;49;50;27;27;793ea588-2711-4a5a-9738-a99c5d904fdd
23;23;2019-01-01T11:00:23.0000000+01:00;10;green;lying;100;False;1;2;2;20;4;True;1;5;5;False;0;50;50;27;27;a5b74f39-2252-4c8b-b5cb-77f57ad7b0d8
24;24;2019-01-01T11:00:24.0000000+01:00;10;green;lying;100;False;1;3;1;10;4;False;0;5;5;False;0;50;49;27;27;0e126fdc-eb6b-449e-9c3b-efa924e45bdb
24;24;2019-01-01T11:00:24.0000000+01:00;10;green;standing;100;False;5;1;0;30;0;True;1;10;10;False;0;49;50;26;26;793ea588-2711-4a5a-9738-a99c5d904fdd
24;24;2019-01-01T11:00:24.0000000+01:00;10;green;lying;100;False;1;2;1;20;4;True;0;5;5;False;0;50;50;27;27;a5b74f39-2252-4c8b-b5cb-77f57ad7b0d8
